TranNo,TranDate,CustomerID,CustomerTitle,Amount,TranType,TranOrder,DestinationRefNo
1920-000313,16/08/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000356,16/08/2019,2996,Sultan Distributor ,84000.0,Invoice,4,225
1920-000308,19/08/2019,2996,Sultan Distributor ,-30000.0,Receipt,1,225
1920-000316,19/08/2019,2996,Sultan Distributor ,-18240.0,Receipt,1,225
1920-000317,19/08/2019,2996,Sultan Distributor ,-27000.0,Receipt,1,225
1920-000323,19/08/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000322,20/08/2019,2996,Sultan Distributor ,-54760.0,Receipt,1,225
1920-000333,20/08/2019,2996,Sultan Distributor ,-33000.0,Receipt,1,225
1920-000327,21/08/2019,2996,Sultan Distributor ,85440.0,Invoice,4,225
1920-000332,21/08/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000342,21/08/2019,2996,Sultan Distributor ,-78840.0,Receipt,1,225
1920-000343,21/08/2019,2996,Sultan Distributor ,-3400.0,Receipt,1,225
1920-000351,21/08/2019,2996,Sultan Distributor ,-13200.0,Receipt,1,225
1920-000362,21/08/2019,2996,Sultan Distributor ,-10560.0,Receipt,1,225
1920-000370,21/08/2019,2996,Sultan Distributor ,9600.0,Invoice,4,225
1920-000328,22/08/2019,2996,Sultan Distributor ,80580.0,Invoice,4,225
1920-000357,22/08/2019,2996,Sultan Distributor ,-17560.0,Receipt,1,225
1920-000360,22/08/2019,2996,Sultan Distributor ,-4560.0,Receipt,1,225
1920-000358,23/08/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000343,24/08/2019,2996,Sultan Distributor ,36000.0,Invoice,4,225
1920-000370,24/08/2019,2996,Sultan Distributor ,-19600.0,Receipt,1,225
1920-000390,24/08/2019,2996,Sultan Distributor ,193750.0,Invoice,4,225
1920-000391,24/08/2019,2996,Sultan Distributor ,24000.0,Invoice,4,225
1920-000344,26/08/2019,2996,Sultan Distributor ,75900.0,Invoice,4,225
1920-000371,26/08/2019,2996,Sultan Distributor ,-27000.0,Receipt,1,225
1920-000372,26/08/2019,2996,Sultan Distributor ,-27000.0,Receipt,1,225
1920-000373,26/08/2019,2996,Sultan Distributor ,-22800.0,Receipt,1,225
1920-000374,26/08/2019,2996,Sultan Distributor ,-13680.0,Receipt,1,225
1920-000386,26/08/2019,2996,Sultan Distributor ,-27800.0,Receipt,1,225
1920-000390,26/08/2019,2996,Sultan Distributor ,-39600.0,Receipt,1,225
1920-000345,27/08/2019,2996,Sultan Distributor ,111900.0,Invoice,4,225
1920-000389,27/08/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000403,27/08/2019,2996,Sultan Distributor ,-37180.0,Receipt,1,225
1920-000404,27/08/2019,2996,Sultan Distributor ,33120.0,Invoice,4,225
1920-000416,27/08/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-000404,28/08/2019,2996,Sultan Distributor ,-16300.0,Receipt,1,225
1920-000415,28/08/2019,2996,Sultan Distributor ,-19800.0,Receipt,1,225
1920-000417,28/08/2019,2996,Sultan Distributor ,-46200.0,Receipt,1,225
1920-000405,29/08/2019,2996,Sultan Distributor ,-68480.0,Receipt,1,225
1920-000407,29/08/2019,2996,Sultan Distributor ,-7200.0,Receipt,1,225
1920-000425,30/08/2019,2996,Sultan Distributor ,-20000.0,Receipt,1,225
1920-000426,30/08/2019,2996,Sultan Distributor ,-12400.0,Receipt,1,225
1920-000449,30/08/2019,2996,Sultan Distributor ,89400.0,Invoice,4,225
1920-000488,30/08/2019,2996,Sultan Distributor ,71250.0,Invoice,4,225
1920-000424,31/08/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-000439,31/08/2019,2996,Sultan Distributor ,24000.0,Invoice,4,225
1920-000451,31/08/2019,2996,Sultan Distributor ,170960.0,Invoice,4,225
1920-000490,31/08/2019,2996,Sultan Distributor ,4800.0,Invoice,4,225
1920-000442,02/09/2019,2996,Sultan Distributor ,-6600.0,Receipt,1,225
1920-000443,02/09/2019,2996,Sultan Distributor ,-6750.0,Receipt,1,225
1920-000444,02/09/2019,2996,Sultan Distributor ,-33000.0,Receipt,1,225
1920-000451,02/09/2019,2996,Sultan Distributor ,-23400.0,Receipt,1,225
1920-000507,02/09/2019,2996,Sultan Distributor ,48000.0,Invoice,4,225
1920-000447,03/09/2019,2996,Sultan Distributor ,-22920.0,Receipt,1,225
1920-000452,03/09/2019,2996,Sultan Distributor ,-17360.0,Receipt,1,225
1920-000458,04/09/2019,2996,Sultan Distributor ,-22560.0,Receipt,1,225
1920-000464,04/09/2019,2996,Sultan Distributor ,-33000.0,Receipt,1,225
1920-000467,04/09/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000468,04/09/2019,2996,Sultan Distributor ,-13680.0,Receipt,1,225
1920-000480,05/09/2019,2996,Sultan Distributor ,48000.0,Invoice,4,225
1920-000500,05/09/2019,2996,Sultan Distributor ,-39240.0,Receipt,1,225
1920-000513,06/09/2019,2996,Sultan Distributor ,86040.0,Invoice,4,225
1920-000499,07/09/2019,2996,Sultan Distributor ,-19800.0,Receipt,1,225
1920-000505,11/09/2019,2996,Sultan Distributor ,-26400.0,Receipt,1,225
1920-000507,11/09/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000514,11/09/2019,2996,Sultan Distributor ,-28680.0,Receipt,1,225
1920-000523,11/09/2019,2996,Sultan Distributor ,162000.0,Invoice,4,225
1920-000515,12/09/2019,2996,Sultan Distributor ,-168520.0,Receipt,1,225
1920-000515,12/09/2019,2996,Sultan Distributor ,65400.0,Invoice,4,225
1920-000524,13/09/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000525,13/09/2019,2996,Sultan Distributor ,-17280.0,Receipt,1,225
1920-000530,13/09/2019,2996,Sultan Distributor ,-29560.0,Receipt,1,225
1920-000539,14/09/2019,2996,Sultan Distributor ,-21200.0,Receipt,1,225
1920-000546,16/09/2019,2996,Sultan Distributor ,-22800.0,Receipt,1,225
1920-000550,16/09/2019,2996,Sultan Distributor ,24000.0,Invoice,4,225
1920-000555,16/09/2019,2996,Sultan Distributor ,-33750.0,Receipt,1,225
1920-000571,16/09/2019,2996,Sultan Distributor ,-24840.0,Receipt,1,225
1920-000554,17/09/2019,2996,Sultan Distributor ,60000.0,Invoice,4,225
1920-000566,17/09/2019,2996,Sultan Distributor ,-46200.0,Receipt,1,225
1920-000567,17/09/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000584,17/09/2019,2996,Sultan Distributor ,-33000.0,Receipt,1,225
1920-000574,18/09/2019,2996,Sultan Distributor ,-4800.0,Receipt,1,225
1920-000583,18/09/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000585,18/09/2019,2996,Sultan Distributor ,-10750.0,Receipt,1,225
1920-000727,18/09/2019,2996,Sultan Distributor ,110190.0,Invoice,4,225
1920-000728,19/09/2019,2996,Sultan Distributor ,192000.0,Invoice,4,225
1920-000590,20/09/2019,2996,Sultan Distributor ,-100000.0,Receipt,1,225
1920-000597,20/09/2019,2996,Sultan Distributor ,-2400.0,Receipt,1,225
CCN1920-000220,20/09/2019,2996,Sultan Distributor ,-38760.0,CrNote,4,225
1920-000596,21/09/2019,2996,Sultan Distributor ,36000.0,Invoice,4,225
1920-000599,23/09/2019,2996,Sultan Distributor ,-7440.0,Receipt,1,225
1920-000601,23/09/2019,2996,Sultan Distributor ,-200500.0,Receipt,1,225
1920-000602,23/09/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000607,23/09/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000729,23/09/2019,2996,Sultan Distributor ,109890.0,Invoice,4,225
1920-000611,24/09/2019,2996,Sultan Distributor ,-5040.0,Receipt,1,225
1920-000613,25/09/2019,2996,Sultan Distributor ,193750.0,Invoice,4,225
1920-000650,25/09/2019,2996,Sultan Distributor ,-2400.0,Receipt,1,225
1920-000652,25/09/2019,2996,Sultan Distributor ,-12800.0,Receipt,1,225
1920-000623,26/09/2019,2996,Sultan Distributor ,61650.0,Invoice,4,225
1920-000654,26/09/2019,2996,Sultan Distributor ,-5130.0,Receipt,1,225
1920-000657,28/09/2019,2996,Sultan Distributor ,-7200.0,Receipt,1,225
1920-000659,28/09/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000730,28/09/2019,2996,Sultan Distributor ,114450.0,Invoice,4,225
1920-000668,30/09/2019,2996,Sultan Distributor ,-39600.0,Receipt,1,225
1920-000679,30/09/2019,2996,Sultan Distributor ,-15080.0,Receipt,1,225
1920-000731,30/09/2019,2996,Sultan Distributor ,135000.0,Invoice,4,225
1920-000683,02/10/2019,2996,Sultan Distributor ,-2400.0,Receipt,1,225
1920-000702,02/10/2019,2996,Sultan Distributor ,-39600.0,Receipt,1,225
1920-000676,03/10/2019,2996,Sultan Distributor ,28800.0,Invoice,4,225
1920-000699,03/10/2019,2996,Sultan Distributor ,-15120.0,Receipt,1,225
1920-000772,03/10/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000696,04/10/2019,2996,Sultan Distributor ,23900.0,Invoice,4,225
1920-000718,04/10/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-000793,04/10/2019,2996,Sultan Distributor ,128940.0,Invoice,4,225
1920-000710,07/10/2019,2996,Sultan Distributor ,-18240.0,Receipt,1,225
1920-000722,07/10/2019,2996,Sultan Distributor ,-7200.0,Receipt,1,225
1920-000773,07/10/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-000738,08/10/2019,2996,Sultan Distributor ,-23050.0,Receipt,1,225
1920-000748,09/10/2019,2996,Sultan Distributor ,36000.0,Invoice,4,225
1920-000769,09/10/2019,2996,Sultan Distributor ,-26400.0,Receipt,1,225
1920-000790,09/10/2019,2996,Sultan Distributor ,-47250.0,Receipt,1,225
1920-000794,09/10/2019,2996,Sultan Distributor ,172050.0,Invoice,4,225
1920-000760,10/10/2019,2996,Sultan Distributor ,-29440.0,Receipt,1,225
1920-000774,10/10/2019,2996,Sultan Distributor ,-4500.0,Receipt,1,225
1920-000775,10/10/2019,2996,Sultan Distributor ,-39600.0,Receipt,1,225
1920-000762,11/10/2019,2996,Sultan Distributor ,-97800.0,Receipt,1,225
1920-000782,11/10/2019,2996,Sultan Distributor ,-13680.0,Receipt,1,225
1920-000784,12/10/2019,2996,Sultan Distributor ,-33660.0,Receipt,1,225
1920-000796,12/10/2019,2996,Sultan Distributor ,131370.0,Invoice,4,225
1920-000772,14/10/2019,2996,Sultan Distributor ,51000.0,Invoice,4,225
1920-000787,14/10/2019,2996,Sultan Distributor ,-43200.0,Receipt,1,225
1920-000797,15/10/2019,2996,Sultan Distributor ,-25000.0,Receipt,1,225
1920-000798,15/10/2019,2996,Sultan Distributor ,-23360.0,Receipt,1,225
1920-000800,16/10/2019,2996,Sultan Distributor ,155999.98,Invoice,4,225
1920-000808,16/10/2019,2996,Sultan Distributor ,-44000.0,Receipt,1,225
1920-000811,16/10/2019,2996,Sultan Distributor ,155000.0,Invoice,4,225
1920-000814,16/10/2019,2996,Sultan Distributor ,24000.0,Invoice,4,225
1920-000804,17/10/2019,2996,Sultan Distributor ,-30000.0,Receipt,1,225
1920-000816,17/10/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-000823,17/10/2019,2996,Sultan Distributor ,-6300.0,Receipt,1,225
1920-000839,17/10/2019,2996,Sultan Distributor ,-21200.0,Receipt,1,225
1920-000831,18/10/2019,2996,Sultan Distributor ,-20000.0,Receipt,1,225
1920-000832,18/10/2019,2996,Sultan Distributor ,-39600.0,Receipt,1,225
1920-000836,18/10/2019,2996,Sultan Distributor ,-30000.0,Receipt,1,225
1920-000837,18/10/2019,2996,Sultan Distributor ,-19200.0,Receipt,1,225
1920-000848,18/10/2019,2996,Sultan Distributor ,-5300.0,Receipt,1,225
1920-000883,18/10/2019,2996,Sultan Distributor ,98850.0,Invoice,4,225
1920-000846,19/10/2019,2996,Sultan Distributor ,26400.0,Invoice,4,225
1920-000857,19/10/2019,2996,Sultan Distributor ,-27900.0,Receipt,1,225
1920-000850,21/10/2019,2996,Sultan Distributor ,14400.0,Invoice,4,225
1920-000852,21/10/2019,2996,Sultan Distributor ,67200.0,Invoice,4,225
1920-000861,21/10/2019,2996,Sultan Distributor ,-20000.0,Receipt,1,225
1920-000867,21/10/2019,2996,Sultan Distributor ,-13800.0,Receipt,1,225
1920-000868,21/10/2019,2996,Sultan Distributor ,-66000.0,Receipt,1,225
1920-000887,21/10/2019,2996,Sultan Distributor ,121150.0,Invoice,4,225
1920-000866,22/10/2019,2996,Sultan Distributor ,-19200.0,Receipt,1,225
1920-000875,22/10/2019,2996,Sultan Distributor ,-59160.0,Receipt,1,225
1920-000881,23/10/2019,2996,Sultan Distributor ,-39600.0,Receipt,1,225
1920-000882,23/10/2019,2996,Sultan Distributor ,-33750.0,Receipt,1,225
1920-000883,23/10/2019,2996,Sultan Distributor ,-33750.0,Receipt,1,225
1920-000885,23/10/2019,2996,Sultan Distributor ,-15000.0,Receipt,1,225
1920-000903,23/10/2019,2996,Sultan Distributor ,-33000.0,Receipt,1,225
1920-000888,24/10/2019,2996,Sultan Distributor ,160800.0,Invoice,4,225
1920-000897,24/10/2019,2996,Sultan Distributor ,-33000.0,Receipt,1,225
1920-000899,24/10/2019,2996,Sultan Distributor ,-4800.0,Receipt,1,225
1920-000900,24/10/2019,2996,Sultan Distributor ,-49800.0,Receipt,1,225
1920-000916,24/10/2019,2996,Sultan Distributor ,-66000.0,Receipt,1,225
1920-000889,25/10/2019,2996,Sultan Distributor ,94680.0,Invoice,4,225
1920-000904,25/10/2019,2996,Sultan Distributor ,-12600.0,Receipt,1,225
1920-000911,25/10/2019,2996,Sultan Distributor ,-10000.0,Receipt,1,225
1920-000904,26/10/2019,2996,Sultan Distributor ,48000.0,Invoice,4,225
1920-000917,26/10/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-000918,26/10/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-000920,26/10/2019,2996,Sultan Distributor ,125040.0,Invoice,4,225
1920-000921,26/10/2019,2996,Sultan Distributor ,-20000.0,Receipt,1,225
1920-000924,26/10/2019,2996,Sultan Distributor ,-10080.0,Receipt,1,225
1920-002013,27/10/2019,2996,Sultan Distributor ,-5655.0,Receipt,1,225
1920-000939,28/10/2019,2996,Sultan Distributor ,-30320.0,Receipt,1,225
1920-000943,28/10/2019,2996,Sultan Distributor ,-15000.0,Receipt,1,225
1920-000944,28/10/2019,2996,Sultan Distributor ,-12000.0,Receipt,1,225
1920-000945,28/10/2019,2996,Sultan Distributor ,-66000.0,Receipt,1,225
1920-000946,28/10/2019,2996,Sultan Distributor ,-214500.0,Receipt,1,225
1920-000921,29/10/2019,2996,Sultan Distributor ,113550.0,Invoice,4,225
1920-000932,29/10/2019,2996,Sultan Distributor ,-30000.0,Receipt,1,225
1920-000959,29/10/2019,2996,Sultan Distributor ,-15000.0,Receipt,1,225
1920-000962,29/10/2019,2996,Sultan Distributor ,-30000.0,Receipt,1,225
1920-000980,29/10/2019,2996,Sultan Distributor ,-33750.0,Receipt,1,225
1920-000943,30/10/2019,2996,Sultan Distributor ,28800.0,Invoice,4,225
1920-000972,30/10/2019,2996,Sultan Distributor ,2400.0,Invoice,4,225
1920-000967,31/10/2019,2996,Sultan Distributor ,129300.0,Invoice,4,225
1920-000985,31/10/2019,2996,Sultan Distributor ,-44400.0,Receipt,1,225
1920-001007,01/11/2019,2996,Sultan Distributor ,-9600.0,Receipt,1,225
1920-000980,02/11/2019,2996,Sultan Distributor ,9600.0,Invoice,4,225
1920-001011,02/11/2019,2996,Sultan Distributor ,-15000.0,Receipt,1,225
1920-000995,04/11/2019,2996,Sultan Distributor ,73200.0,Invoice,4,225
1920-001010,04/11/2019,2996,Sultan Distributor ,220050.0,Invoice,4,225
1920-001016,04/11/2019,2996,Sultan Distributor ,-43800.0,Receipt,1,225
1920-001020,04/11/2019,2996,Sultan Distributor ,-20160.0,Receipt,1,225
1920-001028,04/11/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-001029,04/11/2019,2996,Sultan Distributor ,-26400.0,Receipt,1,225
1920-001030,04/11/2019,2996,Sultan Distributor ,-27000.0,Receipt,1,225
1920-001055,04/11/2019,2996,Sultan Distributor ,-33000.0,Receipt,1,225
1920-001041,05/11/2019,2996,Sultan Distributor ,-23500.0,Receipt,1,225
1920-001054,05/11/2019,2996,Sultan Distributor ,-66000.0,Receipt,1,225
1920-001062,05/11/2019,2996,Sultan Distributor ,-18900.0,Receipt,1,225
1920-001006,06/11/2019,2996,Sultan Distributor ,73320.0,Invoice,4,225
1920-001053,06/11/2019,2996,Sultan Distributor ,-29700.0,Receipt,1,225
1920-001058,06/11/2019,2996,Sultan Distributor ,-19260.0,Receipt,1,225
1920-001011,07/11/2019,2996,Sultan Distributor ,107760.0,Invoice,4,225
1920-001025,07/11/2019,2996,Sultan Distributor ,48000.0,Invoice,4,225
1920-001075,07/11/2019,2996,Sultan Distributor ,-7200.0,Receipt,1,225
1920-001076,07/11/2019,2996,Sultan Distributor ,-15000.0,Receipt,1,225
CCN1920-000290,07/11/2019,2996,Sultan Distributor ,-18900.0,CrNote,4,225
1920-001078,08/11/2019,2996,Sultan Distributor ,-107480.0,Receipt,1,225
1920-001142,08/11/2019,2996,Sultan Distributor ,154800.0,Invoice,4,225
1920-001042,09/11/2019,2996,Sultan Distributor ,36000.0,Invoice,4,225
1920-001084,09/11/2019,2996,Sultan Distributor ,-27500.0,Receipt,1,225
1920-001058,11/11/2019,2996,Sultan Distributor ,36000.0,Invoice,4,225
1920-001094,11/11/2019,2996,Sultan Distributor ,-66080.0,Receipt,1,225
1920-001109,11/11/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-001111,11/11/2019,2996,Sultan Distributor ,-13000.0,Receipt,1,225
1920-001143,11/11/2019,2996,Sultan Distributor ,178650.0,Invoice,4,225
1920-001107,12/11/2019,2996,Sultan Distributor ,-32000.0,Receipt,1,225
1920-001108,12/11/2019,2996,Sultan Distributor ,-30000.0,Receipt,1,225
1920-001112,12/11/2019,2996,Sultan Distributor ,-52800.0,Receipt,1,225
1920-001121,12/11/2019,2996,Sultan Distributor ,-66000.0,Receipt,1,225
1920-001078,13/11/2019,2996,Sultan Distributor ,48000.0,Invoice,4,225
1920-001115,13/11/2019,2996,Sultan Distributor ,-14400.0,Receipt,1,225
1920-001140,14/11/2019,2996,Sultan Distributor ,-51600.0,Receipt,1,225
1920-001141,14/11/2019,2996,Sultan Distributor ,-26200.0,Receipt,1,225
1920-001159,14/11/2019,2996,Sultan Distributor ,-6900.0,Receipt,1,225
1920-001160,14/11/2019,2996,Sultan Distributor ,-6000.0,Receipt,1,225
1920-001169,14/11/2019,2996,Sultan Distributor ,-30000.0,Receipt,1,225
1920-001185,14/11/2019,2996,Sultan Distributor ,-29000.0,Receipt,1,225
1920-001111,15/11/2019,2996,Sultan Distributor ,241280.0,Invoice,4,225
1920-001133,15/11/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-001144,15/11/2019,2996,Sultan Distributor ,147840.0,Invoice,4,225
1920-001158,15/11/2019,2996,Sultan Distributor ,-46200.0,Receipt,1,225
1920-001132,18/11/2019,2996,Sultan Distributor ,38400.0,Invoice,4,225
1920-001157,18/11/2019,2996,Sultan Distributor ,-6000.0,Receipt,1,225
1920-001174,18/11/2019,2996,Sultan Distributor ,-128040.0,Receipt,1,225
1920-001175,18/11/2019,2996,Sultan Distributor ,-14400.0,Receipt,1,225
1920-001179,18/11/2019,2996,Sultan Distributor ,-89790.0,Receipt,1,225
1920-001145,19/11/2019,2996,Sultan Distributor ,160500.0,Invoice,4,225
1920-001156,20/11/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-001171,20/11/2019,2996,Sultan Distributor ,-30000.0,Receipt,1,225
1920-001181,20/11/2019,2996,Sultan Distributor ,-2400.0,Receipt,1,225
1920-001190,20/11/2019,2996,Sultan Distributor ,-99000.0,Receipt,1,225
1920-001146,21/11/2019,2996,Sultan Distributor ,148680.0,Invoice,4,225
1920-001163,21/11/2019,2996,Sultan Distributor ,81600.0,Invoice,4,225
1920-001188,21/11/2019,2996,Sultan Distributor ,-15000.0,Receipt,1,225
1920-001175,22/11/2019,2996,Sultan Distributor ,47160.0,Invoice,4,225
1920-001199,22/11/2019,2996,Sultan Distributor ,-37800.0,Receipt,1,225
1920-001243,22/11/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-001206,23/11/2019,2996,Sultan Distributor ,-34080.0,Receipt,1,225
1920-001211,25/11/2019,2996,Sultan Distributor ,-37050.0,Receipt,1,225
1920-001211,25/11/2019,2996,Sultan Distributor ,84120.0,Invoice,4,225
1920-001232,25/11/2019,2996,Sultan Distributor ,218670.0,Invoice,4,225
1920-001244,25/11/2019,2996,Sultan Distributor ,-37410.0,Receipt,1,225
1920-001258,25/11/2019,2996,Sultan Distributor ,-5500.0,Receipt,1,225
1920-001215,26/11/2019,2996,Sultan Distributor ,-30000.0,Receipt,1,225
1920-001216,26/11/2019,2996,Sultan Distributor ,-30000.0,Receipt,1,225
1920-001220,26/11/2019,2996,Sultan Distributor ,-33300.0,Receipt,1,225
1920-001242,26/11/2019,2996,Sultan Distributor ,-70000.0,Receipt,1,225
1920-001224,27/11/2019,2996,Sultan Distributor ,-14760.0,Receipt,1,225
1920-001232,27/11/2019,2996,Sultan Distributor ,-9720.0,Receipt,1,225
1920-001233,27/11/2019,2996,Sultan Distributor ,161940.0,Invoice,4,225
1920-001238,27/11/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-001239,27/11/2019,2996,Sultan Distributor ,-13200.0,Receipt,1,225
1920-001240,27/11/2019,2996,Sultan Distributor ,-33750.0,Receipt,1,225
1920-001241,27/11/2019,2996,Sultan Distributor ,-5000.0,Receipt,1,225
1920-001246,27/11/2019,2996,Sultan Distributor ,60000.0,Invoice,4,225
1920-001250,28/11/2019,2996,Sultan Distributor ,-19200.0,Receipt,1,225
1920-001251,28/11/2019,2996,Sultan Distributor ,-22800.0,Receipt,1,225
1920-001255,28/11/2019,2996,Sultan Distributor ,-60020.0,Receipt,1,225
1920-001281,28/11/2019,2996,Sultan Distributor ,-4800.0,Receipt,1,225
1920-001252,29/11/2019,2996,Sultan Distributor ,-4800.0,Receipt,1,225
1920-001262,29/11/2019,2996,Sultan Distributor ,-98080.0,Receipt,1,225
1920-001263,29/11/2019,2996,Sultan Distributor ,22275.0,Invoice,4,225
1920-001277,29/11/2019,2996,Sultan Distributor ,-13200.0,Receipt,1,225
1920-001286,30/11/2019,2996,Sultan Distributor ,179160.0,Invoice,4,225
1920-001302,02/12/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-001304,02/12/2019,2996,Sultan Distributor ,-43800.0,Receipt,1,225
1920-001302,03/12/2019,2996,Sultan Distributor ,90010.0,Invoice,4,225
1920-001303,03/12/2019,2996,Sultan Distributor ,96000.0,Invoice,4,225
1920-001305,03/12/2019,2996,Sultan Distributor ,-26300.0,Receipt,1,225
1920-001310,03/12/2019,2996,Sultan Distributor ,-33000.0,Receipt,1,225
1920-001311,03/12/2019,2996,Sultan Distributor ,-99000.0,Receipt,1,225
1920-001316,03/12/2019,2996,Sultan Distributor ,-10000.0,Receipt,1,225
1920-001326,03/12/2019,2996,Sultan Distributor ,-2520.0,Receipt,1,225
1920-001317,04/12/2019,2996,Sultan Distributor ,-6000.0,Receipt,1,225
1920-001322,04/12/2019,2996,Sultan Distributor ,38400.0,Invoice,4,225
1920-001327,04/12/2019,2996,Sultan Distributor ,-20080.0,Receipt,1,225
1920-001333,05/12/2019,2996,Sultan Distributor ,-14760.0,Receipt,1,225
1920-001334,05/12/2019,2996,Sultan Distributor ,-14760.0,Receipt,1,225
1920-001341,05/12/2019,2996,Sultan Distributor ,74400.0,Invoice,4,225
1920-001355,05/12/2019,2996,Sultan Distributor ,-28000.0,Receipt,1,225
1920-001357,05/12/2019,2996,Sultan Distributor ,-36330.0,Receipt,1,225
1920-001390,05/12/2019,2996,Sultan Distributor ,-13500.0,Receipt,1,225
1920-001489,05/12/2019,2996,Sultan Distributor ,209430.0,Invoice,4,225
1920-001351,06/12/2019,2996,Sultan Distributor ,-10000.0,Receipt,1,225
1920-001352,06/12/2019,2996,Sultan Distributor ,-26400.0,Receipt,1,225
1920-001359,06/12/2019,2996,Sultan Distributor ,-82200.0,Receipt,1,225
1920-001382,07/12/2019,2996,Sultan Distributor ,-48800.0,Receipt,1,225
1920-001353,09/12/2019,2996,Sultan Distributor ,-40320.0,Receipt,1,225
1920-001365,09/12/2019,2996,Sultan Distributor ,-34200.0,Receipt,1,225
1920-001389,09/12/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-001401,09/12/2019,2996,Sultan Distributor ,-17040.0,Receipt,1,225
1920-001490,09/12/2019,2996,Sultan Distributor ,237809.98,Invoice,4,225
1920-001402,10/12/2019,2996,Sultan Distributor ,-2520.0,Receipt,1,225
1920-001400,11/12/2019,2996,Sultan Distributor ,97650.0,Invoice,4,225
1920-001418,11/12/2019,2996,Sultan Distributor ,-46200.0,Receipt,1,225
1920-001426,13/12/2019,2996,Sultan Distributor ,180320.0,Invoice,4,225
1920-001429,13/12/2019,2996,Sultan Distributor ,-73580.0,Receipt,1,225
1920-001436,14/12/2019,2996,Sultan Distributor ,61650.0,Invoice,4,225
1920-001439,14/12/2019,2996,Sultan Distributor ,-19200.0,Receipt,1,225
1920-001440,14/12/2019,2996,Sultan Distributor ,-33600.0,Receipt,1,225
1920-001466,14/12/2019,2996,Sultan Distributor ,-49740.0,Receipt,1,225
1920-001443,16/12/2019,2996,Sultan Distributor ,-11400.0,Receipt,1,225
1920-001461,16/12/2019,2996,Sultan Distributor ,-100000.0,Receipt,1,225
1920-001462,16/12/2019,2996,Sultan Distributor ,-20250.0,Receipt,1,225
1920-001470,16/12/2019,2996,Sultan Distributor ,-45000.0,Receipt,1,225
1920-001491,16/12/2019,2996,Sultan Distributor ,228419.98,Invoice,4,225
1920-001468,17/12/2019,2996,Sultan Distributor ,-119550.0,Receipt,1,225
1920-001488,17/12/2019,2996,Sultan Distributor ,-33000.0,Receipt,1,225
1920-001474,18/12/2019,2996,Sultan Distributor ,48000.0,Invoice,4,225
1920-001492,18/12/2019,2996,Sultan Distributor ,-24000.0,Receipt,1,225
1920-001493,18/12/2019,2996,Sultan Distributor ,-24000.0,Receipt,1,225
1920-001494,18/12/2019,2996,Sultan Distributor ,-24000.0,Receipt,1,225
1920-001495,18/12/2019,2996,Sultan Distributor ,-24000.0,Receipt,1,225
1920-001500,18/12/2019,2996,Sultan Distributor ,-14800.0,Receipt,1,225
1920-001509,18/12/2019,2996,Sultan Distributor ,-33000.0,Receipt,1,225
1920-001606,18/12/2019,2996,Sultan Distributor ,178829.95,Invoice,4,225
1920-001480,19/12/2019,2996,Sultan Distributor ,230850.0,Invoice,4,225
1920-001514,19/12/2019,2996,Sultan Distributor ,-17220.0,Receipt,1,225
1920-001515,19/12/2019,2996,Sultan Distributor ,-26700.0,Receipt,1,225
1920-001499,20/12/2019,2996,Sultan Distributor ,44400.0,Invoice,4,225
1920-001618,20/12/2019,2996,Sultan Distributor ,-61190.0,Receipt,1,225
1920-001655,20/12/2019,2996,Sultan Distributor ,-3000.0,Receipt,1,225
1920-001656,20/12/2019,2996,Sultan Distributor ,-33750.0,Receipt,1,225
1920-001521,21/12/2019,2996,Sultan Distributor ,33300.0,Invoice,4,225
