Transaction Date,Supplier Title,Supplier Category,Project Title,Currency Title,Type Title,Godown Title,Category Title,Class Title,Brand Title,Item Title,Unit Title,Item Description,Quantity,Rate,Gross Amount,SalesTax Amount,Net Amount
5/23/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,tomato,Factory Warehouse,Flavors,seasoning,raw material,Tomato Flavor E-9949696,kg,tomato flavior liquid 02 kg,2.0,3750.0,7500.0,0.0,7500.0
5/24/2019,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,acid citric,Factory Warehouse,foodChem,seasoning,raw material,CITRIC ACID,kg,citric acid 01 bag,25.0,255.0,6375.0,0.0,6375.0
5/24/2019,Hussain Can,PACKING MATERIAL,None,PAK Rupee,cakegel,Factory Warehouse,bucket,cakegel,packing material,Plastic 1kg bucket,pcs,"
1kg bucket 1000 pcs
",1000.0,32.0,32000.0,0.0,32000.0
5/24/2019,Klarg Exports,Local Supplier,None,PAK Rupee,maltodexterin,Factory Warehouse,glucose & sugar,seasoning,raw material,maltodextrin tyte&lyle,kg,malto dextrin 04 bags,100.0,252.0,25200.0,0.0,25200.0
5/24/2019,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,acid sodium di acetate,Factory Warehouse,foodChem,seasoning,raw material,Sodium di Acetate,kg,sodium diacitate 02 bags,50.0,255.0,12750.0,0.0,12750.0
5/24/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,none,Factory Warehouse,cleanignRelated,none,consumables,Boiler chemical EC-2823,kg,boiler chemical 01 can,25.0,400.0,10000.0,0.0,10000.0
5/24/2019,Chemicalwala Corp. Jodia,RAW MATERIAL,None,PAK Rupee,acid malic,Factory Warehouse,foodChem,seasoning,raw material,Malic Acid,kg,malic acid 01 bag,25.0,335.0,8375.0,0.0,8375.0
5/24/2019,ZAM ZAM TRADERS JODIA,RAW MATERIAL,None,PAK Rupee,none,Factory Warehouse,seasoning,flour,finished goods,CITRIC ACID SPECIAL,kg,msg 20bags,500.0,256.0,128000.0,0.0,128000.0
5/25/2019,Ahmed Impex,GENERAL & CONSUMABLE,None,PAK Rupee,PropyleneGlycolLiquid,Factory Warehouse,glucose & sugar,cakegel,raw material,Propylene glycol PG,kg,pg 01 drum,215.0,330.0,70950.0,0.0,70950.0
5/27/2019,Qureshi Flour Mills,RAW MATERIAL,None,PAK Rupee,maidaSoft,Factory Warehouse,flour,cracker,raw material,soft Maida,kg,soft maida 30 bags,1500.0,41.0,61500.0,0.0,61500.0
5/28/2019,Atlas Equipments,RAW MATERIAL,None,PAK Rupee,powderRedChilli,Factory Warehouse,vegetable powder,seasoning,raw material,red chilli,kg,red chilli 20 kg,20.0,362.0,7240.0,0.0,7240.0
5/28/2019,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderGarlic,Factory Warehouse,vegetable powder,seasoning,raw material,Garlic Powder Local,kg,garlic 280 kg,280.0,200.0,56000.0,0.0,56000.0
5/28/2019,Usman Ice Box Maker,PACKING MATERIAL,None,PAK Rupee,whipcream,Factory Warehouse,cartons,whipCream,packing material,Ice box,pcs,ice box 400 pcs,400.0,177.5,71000.0,0.0,71000.0
5/28/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,chickenOil,Factory Warehouse,Flavors,seasoning,raw material,Chicken Flavor k-0304153,kg,chicken flavor 02 can,50.0,4900.0,245000.0,0.0,245000.0
5/29/2019,S.K Plastic,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,bag,soup & ckp,packing material,22x32 inches ldpe blue  dead,kg,chicken powder 25kg inner blue LDPE 418kg,418.0,290.0,121220.0,0.0,121220.0
5/29/2019,Hub Salt Refinery,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,super fine salt,2500.0,7.5,18750.0,3187.5,21937.5
5/29/2019,Hub Salt Refinery,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,super fine salt,7500.0,7.5,56250.0,9562.5,65812.5
5/29/2019,Hub Salt Refinery,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,hub salt 100 bags,5000.0,7.5,37500.0,6375.0,43875.0
6/1/2019,H Nazir zulfiqar hadi market,PACKING MATERIAL,None,PAK Rupee,Scourer,Factory Warehouse,bag,scourer,packing material,brytex printed pouch 190mmL+32mm flap x127mmW ,kg,brytex bopp printed bag (top seal folding-cutting-printing),109.14,520.0,56752.8,0.0,56752.8
6/3/2019,Vendor cash partys,SERVICES,None,PAK Rupee,maidaSooji,Factory Warehouse,flour,mingalz,raw material,Sooji ,kg,sooji 03 bags,150.0,64.0,9600.0,0.0,9600.0
6/12/2019,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,bag,soup & ckp,packing material,chicken powder 1kg pouch empty,pcs,cp 1kg pouch 12000pcs,12000.0,10.2,122400.0,20808.0,143208.0
6/12/2019,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,breadcrumb,Factory Warehouse,filmFlexiblePackaging,breadcrumb,packing material,Bread crumbs 200gm roll,kg,bread crumbs 200gm roll,524.44,450.0,235998.0,40119.66,276117.66
6/12/2019,Humayun Cargill ( javed sarvana ),RAW MATERIAL,None,PAK Rupee,cookingOil,Factory Warehouse,Fat,chocolate,raw material,Oclona Oil,kg,oclona oil 190kg,190.0,240.0,45600.0,0.0,45600.0
6/13/2019,International Flavor & Fragrances Turkey,International Supplier,None,US Dollar,chickenIFF,Factory Warehouse,Flavors,seasoning,raw material,Chicken Flavor IFF,kg,food flavor 1000kgs,1000.0,17.6,17600.0,0.0,17600.0
6/13/2019,Vendor cash partys,SERVICES,None,PAK Rupee,potassium hydroxide,Factory Warehouse,foodChem,cakegel,raw material,KOH potassium hydroxide ,kg,koh 01 bag,25.0,186.0,4650.0,0.0,4650.0
6/14/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan starch 600bags,2500.0,76.17,190417.5,0.0,190417.5
6/14/2019,A one Packages Cartons,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,cartons,soup & ckp,packing material,Dashi MC1 1kg cracker Carton (dimension 410x325x355 mm),pcs,dashi 1kg cracker carton 2650pcs,2650.0,68.0,180200.0,30634.0,210834.0
6/15/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan starch 100 bags,5000.0,76.17,380835.0,0.0,380835.0
6/15/2019,A one Packages Cartons,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,cartons,soup & ckp,packing material,Dashi MC1 1kg cracker Carton (dimension 410x325x355 mm),pcs,dashi cracker 1kg carton 2109 pcs,2109.0,68.0,143412.0,24380.04,167792.04
6/18/2019,Vendor cash partys,SERVICES,None,PAK Rupee,dextroseAnhydrouse,Factory Warehouse,glucose & sugar,seasoning,raw material,dextroseAnhydrouse,kg,dextrose 01 bag,25.0,350.0,8750.0,0.0,8750.0
6/18/2019,Khamissa International,RAW MATERIAL,None,PAK Rupee,dsp,Factory Warehouse,foodChem,whipCream,raw material,dsp,kg,dsp 01 bag,25.0,460.0,11500.0,0.0,11500.0
6/18/2019,Makkah traders ,RAW MATERIAL,None,PAK Rupee,proteinWheatGluten,Factory Warehouse,milkAndProteins,extrusion,raw material,Wheat Gluten,kg,gluten 06 bags,150.0,340.0,51000.0,0.0,51000.0
6/18/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,VanillaWhipCream,Factory Warehouse,Flavors,whipCream,raw material,Vanilla bean Flavor k-0308797,kg,vanila flavor 10kg,10.0,2000.0,20000.0,0.0,20000.0
6/20/2019,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderGarlic,Factory Warehouse,vegetable powder,seasoning,raw material,Garlic Powder Local,kg,garlic powder 225 kg ,225.0,300.0,67500.0,0.0,67500.0
6/20/2019,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderGinger,Factory Warehouse,vegetable powder,seasoning,raw material,ginger powder (Sounth),kg,ginger powder 500 kg,500.0,280.0,140000.0,0.0,140000.0
6/22/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan starch 600bags,2500.0,76.17,190417.5,0.0,190417.5
6/25/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan starch 50bags,2500.0,76.17,190417.5,0.0,190417.5
6/26/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan starch 50bags,2500.0,76.17,190417.5,0.0,190417.5
6/26/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafan starch 50 bags,2500.0,76.17,190417.5,0.0,190417.5
6/26/2019,Qureshi Flour Mills,RAW MATERIAL,None,PAK Rupee,maidaHard,Factory Warehouse,flour,mingalz,raw material,Hard Maida,kg,maida 60 bags,3000.0,43.0,129000.0,0.0,129000.0
6/27/2019,Sugar Bashir Sugar (SAAD) JODIA,SERVICES,None,PAK Rupee,sugar,Factory Warehouse,glucose & sugar,others,raw material,sugar -fine,kg,sugar fine 20 bags,1000.0,69.5,69500.0,0.0,69500.0
6/29/2019,Vendor cash partys,SERVICES,None,PAK Rupee,dextroseAnhydrouse,Factory Warehouse,glucose & sugar,seasoning,raw material,dextroseAnhydrouse,kg,dextrose 02 bags,50.0,114.0,5700.0,0.0,5700.0
6/29/2019,Khamissa International,RAW MATERIAL,None,PAK Rupee,proteinSodiumCaseinate,Factory Warehouse,milkAndProteins,whipCream,raw material,sodium Cassienate,kg,casinate 01 bag,25.0,2200.0,55000.0,0.0,55000.0
7/3/2019,F&A International,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,cartons,soup & ckp,packing material,Dashi MC2 1kg pouch Carton (dimension 415 x 340 x 176 mm),pcs,dashi 1kg pouch carton 1500pcs,1517.0,64.0,97088.0,16504.96,113592.96
7/3/2019,Vendor cash partys,SERVICES,None,PAK Rupee,cookingOil,Factory Warehouse,Fat,crackers,raw material,COOKING OIL ,kg,vagitable oil 02 can,32.0,156.25,5000.0,0.0,5000.0
7/4/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan starch 50bags,2500.0,76.17,190417.5,0.0,190417.5
7/4/2019,Qureshi Flour Mills,RAW MATERIAL,None,PAK Rupee,maidaSoft,Factory Warehouse,flour,cracker,raw material,soft Maida,kg,soft maida 30 bags,1500.0,43.0,64500.0,0.0,64500.0
7/5/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan starch 50bags,2500.0,76.17,190417.5,0.0,190417.5
7/5/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan starch 50bags,2500.0,76.17,190417.5,0.0,190417.5
7/6/2019,Foodlink,RAW MATERIAL,None,PAK Rupee,white,Factory Warehouse,food color,cracker,raw material,TITANIUM DIOXIDE,kg,titanium di oxide 02 bags,50.0,470.0,23500.0,3995.0,27495.0
7/6/2019,Minyani poly packages bardana,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,bag,soup & ckp,packing material,chicken powder 25kg bag pp bardana,pcs,c.p bardana 3000pcs,3000.0,27.6,82800.0,0.0,82800.0
7/6/2019,Al Habib Masala,RAW MATERIAL,None,PAK Rupee,powderGarlic,Factory Warehouse,vegetable powder,seasoning,raw material,Garlic Powder Local,kg,garlic 960 kg,960.0,300.0,288000.0,0.0,288000.0
7/6/2019,Hub Salt Refinery,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,salt 300bags,15000.0,7.5,112500.0,0.0,112500.0
7/8/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan starch 600bags,2500.0,86.11,215280.0,0.0,215280.0
7/8/2019,Khamissa International,RAW MATERIAL,None,PAK Rupee,caragenan,Factory Warehouse,foodChem,kheer,raw material,carragenan DJ-650,kg,carragenan 01 bag,25.0,3200.0,80000.0,0.0,80000.0
7/8/2019,Khamissa International,RAW MATERIAL,None,PAK Rupee,proteinSodiumCaseinate,Factory Warehouse,milkAndProteins,whipCream,raw material,sodium Cassienate,kg,casinate 01 bag,25.0,2200.0,55000.0,0.0,55000.0
7/8/2019,F&A International,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,cartons,soup & ckp,packing material,Dashi MC3 bucket Carton (dimension 400 x 266 x 273.75 mm),pcs,1kg bucket carton 1497pcs,1497.0,56.0,83832.0,14251.44,98083.44
7/9/2019,Mirpurkhas Sugar Mills ltd,RAW MATERIAL,None,PAK Rupee,sugar,Factory Warehouse,glucose & sugar,others,raw material,sugar refined pharma grade,kg,sugar pharma grade 10tons ,10000.0,65.0,650000.0,0.0,650000.0
7/10/2019,Khamissa International,RAW MATERIAL,None,PAK Rupee,sodium citrate,Factory Warehouse,foodChem,seasoning,raw material,Sodium citrate,kg,sodium citrate 01 bag,25.0,165.0,4125.0,0.0,4125.0
7/11/2019,CENTER OF CHEMICAL,RAW MATERIAL,None,PAK Rupee,acid citric,Factory Warehouse,foodChem,seasoning,raw material,CITRIC ACID,kg,citric acid 02 bags,50.0,112.0,5600.0,0.0,5600.0
7/11/2019,CENTER OF CHEMICAL,RAW MATERIAL,None,PAK Rupee,dextroseAnhydrouse,Factory Warehouse,glucose & sugar,seasoning,raw material,dextroseAnhydrouse,kg,dextrose 04 bags,100.0,138.0,13800.0,0.0,13800.0
7/11/2019,Makkah traders ,RAW MATERIAL,None,PAK Rupee,proteinWheatGluten,Factory Warehouse,milkAndProteins,extrusion,raw material,Wheat Gluten,kg,gluten 02 bags,50.0,340.0,17000.0,0.0,17000.0
7/11/2019,Vendor cash partys,SERVICES,None,PAK Rupee,zeera whole,Factory Warehouse,dehydratedVegetables,raita,raw material,zeera whole,kg,zeera 01 bag,30.0,570.0,17100.0,0.0,17100.0
7/12/2019,N.a Enterprises,RAW MATERIAL,None,PAK Rupee,HPKO,Factory Warehouse,Fat,whipCream,raw material,cbs Cargill,kg,faat cbs 40 ctn,1000.0,220.83,220833.4,37541.68,258375.08
7/12/2019,ANAS TRADERS JODIA,RAW MATERIAL,None,PAK Rupee,riceflour,Factory Warehouse,flour,mingalz,raw material,Rice Flour,kg,rice floure 600 kg,600.0,58.0,34800.0,0.0,34800.0
7/13/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,rafhan starch 50bags,2500.0,86.11,215280.0,0.0,215280.0
7/15/2019,ANAS TRADERS JODIA,RAW MATERIAL,None,PAK Rupee,riceflour,Factory Warehouse,flour,mingalz,raw material,Rice Flour,kg,rice floure 600 kg,600.0,58.0,34800.0,0.0,34800.0
7/15/2019,Deluxe packages,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,displayBox,soup & ckp,packing material,Display Box Chicken powder 100gm (150x165x130mm),pcs,chicken powder 100gm display box 4040pcs,4040.0,13.35,53934.0,9168.78,63102.78
7/15/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010F,kg,rafan starch 600 bags,30000.0,76.17,2285010.0,0.0,2285010.0
7/15/2019,Vendor cash partys,SERVICES,None,PAK Rupee,calciumCarbonate,Factory Warehouse,foodChem,mingalz,raw material,calcium carbonate,kg,calcium carbonate 02 bags,50.0,34.0,1700.0,0.0,1700.0
7/16/2019,Vendor cash partys,SERVICES,None,PAK Rupee,sodiumBiCarbonate,Factory Warehouse,foodChem,cracker,raw material,Sodium bi Carbonate,kg,sodium bi carbonate 02 bags,50.0,66.6,3330.0,0.0,3330.0
7/17/2019,Ellahi flour mills,RAW MATERIAL,None,PAK Rupee,maidaSoft,Factory Warehouse,flour,cracker,raw material,soft Maida,kg,soft maida ,500.0,40.8,20400.0,0.0,20400.0
7/18/2019,Hussain Can,PACKING MATERIAL,None,PAK Rupee,cakegel,Factory Warehouse,bucket,cakegel,packing material,Plastic 1kg bucket,pcs,chicken powder 1kg bucket 3000pcs,3000.0,36.0,108000.0,0.0,108000.0
7/18/2019,Qureshi Flour Mills,RAW MATERIAL,None,PAK Rupee,maidaHard,Factory Warehouse,flour,mingalz,raw material,Hard Maida,kg,hard maida 60 bags,3000.0,43.0,129000.0,0.0,129000.0
7/18/2019,Humayun wellchem Industries,RAW MATERIAL,None,PAK Rupee,cornFlour,Factory Warehouse,flour,mingalz,raw material,Corn Flour MMFS2,kg,corn flour 10 bags,500.0,72.4,36200.0,0.0,36200.0
7/19/2019,ANAS TRADERS JODIA,RAW MATERIAL,None,PAK Rupee,riceflour,Factory Warehouse,flour,mingalz,raw material,Rice Flour,kg,rice flour 1200 kg,1200.0,58.0,69600.0,0.0,69600.0
7/24/2019,Habib ADM Limited,RAW MATERIAL,None,PAK Rupee,maltoseSyrup,Factory Warehouse,glucose & sugar,mingalz,raw material,Maltose Syrup,kg,high maltose syrup 300kg @ 80+gst,300.0,80.0,24000.0,4080.0,28080.0
7/24/2019,Tape Fair Pack International pvt ltd,SERVICES,None,PAK Rupee,Production,Factory Warehouse,tape,Production,packing material,BOPP Sealing tape red,pcs,carton taoe  1020 rolls,1020.0,70.0,71400.0,12138.0,83538.0
7/26/2019,MULTI PACKAGES AAMIR,SERVICES,None,PAK Rupee,soup & ckp,Factory Warehouse,flexible packaging,soup & ckp,packing material,chicken zaiqa powder 25kg non woven bag,pcs,chicken powder 25kg bag 5640pcs,5640.0,85.0,479400.0,0.0,479400.0
7/26/2019,Khamissa International,RAW MATERIAL,None,PAK Rupee,proteinSodiumCaseinate,Factory Warehouse,milkAndProteins,whipCream,raw material,sodium Cassienate,kg,casinate 01 bag,20.0,2750.0,55000.0,0.0,55000.0
7/26/2019,Makkah traders ,RAW MATERIAL,None,PAK Rupee,proteinWheatGluten,Factory Warehouse,milkAndProteins,extrusion,raw material,Wheat Gluten,kg,gluten 02 bags,50.0,365.0,18250.0,0.0,18250.0
7/26/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,chickenOil,Factory Warehouse,Flavors,seasoning,raw material,Chicken Flavor k-0304153,kg,chicken flavor 25kg,25.0,4900.0,122500.0,0.0,122500.0
7/26/2019,Khizer Printers,PACKING MATERIAL,None,PAK Rupee,cracker,Factory Warehouse,displayBox,cracker,packing material,cracker gol gapay 110gm box,pcs,DASHI GOL GAPPAY BOX 6166PCS,6166.0,10.57,65174.62,0.0,65174.62
7/30/2019,Humayun wellchem Industries,RAW MATERIAL,None,PAK Rupee,proteinWheatGluten,Factory Warehouse,milkAndProteins,extrusion,raw material,Wheat Gluten,kg,gluten,100.0,362.0,36200.0,0.0,36200.0
7/30/2019,Marjan food,RAW MATERIAL,None,PAK Rupee,cornFlour,Factory Warehouse,flour,mingalz,raw material,Corn Flour MMFS2,kg,corn flour 50 bags,2500.0,40.0,100000.0,0.0,100000.0
8/1/2019,CENTER OF CHEMICAL,RAW MATERIAL,None,PAK Rupee,acid citric,Factory Warehouse,foodChem,seasoning,raw material,CITRIC ACID,kg,citric acid 06 bags,150.0,141.0,21150.0,0.0,21150.0
8/1/2019,CENTER OF CHEMICAL,RAW MATERIAL,None,PAK Rupee,dextroseAnhydrouse,Factory Warehouse,glucose & sugar,seasoning,raw material,dextroseAnhydrouse,kg,dextrose 04 bags,100.0,170.0,17000.0,0.0,17000.0
8/1/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,lime,Factory Warehouse,Flavors,seasoning,raw material,Lime Flavor k-0308797,kg,lime flavor 10kg,10.0,1000.0,10000.0,0.0,10000.0
8/1/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,chickenOil,Factory Warehouse,Flavors,seasoning,raw material,Chicken Flavor k-0304153,kg,chicken flavor 02 can,50.0,4900.0,245000.0,0.0,245000.0
8/3/2019,Deer food industries,RAW MATERIAL,None,PAK Rupee,dipChocolate,Factory Warehouse,partiallyFinished,mingalz,raw material,dipChocolate,kg,chocolate 940 kg,940.0,250.0,235000.0,39950.0,274950.0
8/3/2019,CENTER OF CHEMICAL,RAW MATERIAL,None,PAK Rupee,PropyleneGlycolLiquid,Factory Warehouse,glucose & sugar,cakegel,raw material,Propylene glycol PG,kg,pg 01 drum,215.0,312.0,67080.0,0.0,67080.0
8/3/2019,Hussain Can,PACKING MATERIAL,None,PAK Rupee,cakegel,Factory Warehouse,bucket,cakegel,packing material,Plastic 18kg bucket,pcs,18kg bucket 50 pcs,50.0,300.0,15000.0,0.0,15000.0
8/5/2019,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,filmFlexiblePackaging,soup & ckp,packing material,chicken powder 100gm roll (new),kg,dashi chicken powder 100gm 343.30kg,343.3,480.0,164784.0,28013.28,192797.28
8/6/2019,Speciality Printers,PACKING MATERIAL,None,PAK Rupee,soup & ckp,Factory Warehouse,filmFlexiblePackaging,soup & ckp,packing material,chicken powder 100gm roll (new),kg,dashi chicken powder 100gm 712.05kg,712.05,480.0,341784.0,58103.28,399887.28
8/6/2019,Hub Salt Refinery,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,salt 100bags,5000.0,7.5,37500.0,0.0,37500.0
8/6/2019,GUIDES CORPORATION,RAW MATERIAL,None,PAK Rupee,hpmc,Factory Warehouse,foodChem,whipCream,raw material,HPMC methyl cellulose A15 ,kg,hpmc a4m 01box,16.0,3190.0,51040.0,0.0,51040.0
8/6/2019,Ellahi flour mills,RAW MATERIAL,None,PAK Rupee,maidaSoft,Factory Warehouse,flour,cracker,raw material,soft Maida,kg,18 bags soft maida,900.0,43.0,38700.0,0.0,38700.0
8/7/2019,nadeem chemical jodia ,RAW MATERIAL,None,PAK Rupee,acid citric,Factory Warehouse,foodChem,seasoning,raw material,CITRIC ACID,kg,citric acid 04 bags,100.0,166.0,16600.0,0.0,16600.0
8/7/2019,Hub Salt Refinery,RAW MATERIAL,None,PAK Rupee,salt,Factory Warehouse,foodChem,seasoning,raw material,salt,kg,salt 200bags,10000.0,7.5,75000.0,0.0,75000.0
8/7/2019,nadeem chemical jodia ,RAW MATERIAL,None,PAK Rupee,dextroseAnhydrouse,Factory Warehouse,glucose & sugar,seasoning,raw material,dextroseAnhydrouse,kg,dextrose 06 bags,200.0,172.0,34400.0,0.0,34400.0
8/8/2019,Foodlink,RAW MATERIAL,None,PAK Rupee,white,Factory Warehouse,food color,cracker,raw material,TITANIUM DIOXIDE,kg,titanium dioxide 02 bags,50.0,470.0,23500.0,3995.0,27495.0
8/8/2019,Khamissa International,RAW MATERIAL,None,PAK Rupee,proteinSodiumCaseinate,Factory Warehouse,milkAndProteins,whipCream,raw material,sodium Cassienate,kg,casinate 01 bag,20.0,2750.0,55000.0,0.0,55000.0
8/9/2019,Qureshi Flour Mills,RAW MATERIAL,None,PAK Rupee,maidaHard,Factory Warehouse,flour,mingalz,raw material,Hard Maida,kg,hard maida 50 bags,2500.0,43.0,107500.0,0.0,107500.0
8/9/2019,ANAS TRADERS JODIA,RAW MATERIAL,None,PAK Rupee,riceflour,Factory Warehouse,flour,mingalz,raw material,Rice Flour,kg,rice flour 40 bags,2000.0,58.0,116000.0,0.0,116000.0
8/9/2019,F&A International,PACKING MATERIAL,None,PAK Rupee,mingalz,Factory Warehouse,cartons,mingalz,packing material,Funchies MC1 Carton (dimension 540 x 457 x 406mm),pcs,funchies carton 810pcs @ 100+gst,810.0,100.0,81000.0,13770.0,94770.0
8/19/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,tween60,Factory Warehouse,emulsifier,whipCream,raw material,Polysorbate 7462 ,kg,indian oil 03 bucket,60.0,1300.0,78000.0,0.0,78000.0
8/19/2019,Flavor M.A.J Flavor,RAW MATERIAL,None,PAK Rupee,chickenOil,Factory Warehouse,Flavors,seasoning,raw material,Chicken Flavor k-0304153,kg,chicken flavor 01 can,25.0,4900.0,122500.0,0.0,122500.0
8/19/2019,CENTER OF CHEMICAL,RAW MATERIAL,None,PAK Rupee,PropyleneGlycolLiquid,Factory Warehouse,glucose & sugar,cakegel,raw material,Propylene glycol PG,kg,pg 02 drum,430.0,319.0,137170.0,0.0,137170.0
8/19/2019,Hussain Can,PACKING MATERIAL,None,PAK Rupee,cakegel,Factory Warehouse,bucket,cakegel,packing material,Plastic 18kg bucket,pcs,plastic bucket 20kg 100pcs,100.0,300.0,30000.0,0.0,30000.0
8/19/2019,CENTER OF CHEMICAL,RAW MATERIAL,None,PAK Rupee,stearic acid,Factory Warehouse,foodChem,cakegel,raw material,Stearic Acid,kg,stearic acid 25kg,25.0,248.0,6200.0,0.0,6200.0
8/21/2019,Khamissa International,RAW MATERIAL,None,PAK Rupee,proteinSodiumCaseinate,Factory Warehouse,milkAndProteins,whipCream,raw material,sodium Cassienate,kg,cassienate 01 bag,20.0,2750.0,55000.0,0.0,55000.0
8/22/2019,nadeem chemical jodia ,RAW MATERIAL,None,PAK Rupee,acid citric,Factory Warehouse,foodChem,seasoning,raw material,CITRIC ACID,kg,citric acid 08bags,200.0,166.0,33200.0,0.0,33200.0
8/22/2019,Unity Foods Limited,RAW MATERIAL,None,PAK Rupee,HPKO,Factory Warehouse,Fat,whipCream,raw material,WILCOTE 380,kg,faat 70ctn,1400.0,188.03,263242.0,44751.14,307993.14
8/22/2019,Deluxe packages,PACKING MATERIAL,None,PAK Rupee,mingalz,Factory Warehouse,displayBox,mingalz,packing material,purple 150gm box,pcs,choco BITES 150gm box 8340pcs,8340.0,16.25,135525.0,23039.25,158564.25
8/22/2019,Deluxe packages,PACKING MATERIAL,None,PAK Rupee,mingalz,Factory Warehouse,displayBox,mingalz,packing material,yellow 150gm box,pcs,choco crunch 150gm box 8300pcs,8300.0,16.25,134875.0,22928.75,157803.75
8/22/2019,Atif Riaz (Rafhan Corn Starch),RAW MATERIAL,None,PAK Rupee,starchCorn,Factory Warehouse,flour,cracker,raw material,corn starch rafhan 034010,kg,corn starch 50bags,2500.0,86.11,215280.0,0.0,215280.0
8/22/2019,Mirpurkhas Sugar Mills ltd,RAW MATERIAL,None,PAK Rupee,sugar,Factory Warehouse,glucose & sugar,others,raw material,sugar refined pharma grade,kg,sugar pharma grade 200bags,10000.0,65.0,650000.0,0.0,650000.0
